column_name,quickstats_section,quickstats_topic,quickstats_row_label,measure_type,source,initial_field_role,initial_modelling_use,notes
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_somalia_pct,Cultural diversity,,Somalia,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_south_africa_count,Cultural diversity,,South Africa,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_south_africa_pct,Cultural diversity,,South Africa,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_south_sudan_count,Cultural diversity,,South Sudan,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_south_sudan_pct,Cultural diversity,,South Sudan,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_spain_count,Cultural diversity,,Spain,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_spain_pct,Cultural diversity,,Spain,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_sri_lanka_count,Cultural diversity,,Sri Lanka,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_sri_lanka_pct,Cultural diversity,,Sri Lanka,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_syria_count,Cultural diversity,,Syria,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_syria_pct,Cultural diversity,,Syria,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_taiwan_count,Cultural diversity,,Taiwan,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_taiwan_pct,Cultural diversity,,Taiwan,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_thailand_count,Cultural diversity,,Thailand,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_thailand_pct,Cultural diversity,,Thailand,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_timor_leste_count,Cultural diversity,,Timor-Leste,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_timor_leste_pct,Cultural diversity,,Timor-Leste,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_tonga_count,Cultural diversity,,Tonga,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_tonga_pct,Cultural diversity,,Tonga,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_turkey_count,Cultural diversity,,Turkey,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_turkey_pct,Cultural diversity,,Turkey,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_united_states_of_america_count,Cultural diversity,,United States of America,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_united_states_of_america_pct,Cultural diversity,,United States of America,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_vanuatu_count,Cultural diversity,,Vanuatu,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_vanuatu_pct,Cultural diversity,,Vanuatu,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_vietnam_count,Cultural diversity,,Vietnam,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_vietnam_pct,Cultural diversity,,Vietnam,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_wales_count,Cultural diversity,,Wales,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_father_top_stat_wales_pct,Cultural diversity,,Wales,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_afghanistan_count,Cultural diversity,,Afghanistan,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_afghanistan_pct,Cultural diversity,,Afghanistan,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_argentina_count,Cultural diversity,,Argentina,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_argentina_pct,Cultural diversity,,Argentina,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_australia_count,Cultural diversity,,Australia,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_australia_pct,Cultural diversity,,Australia,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_austria_count,Cultural diversity,,Austria,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_austria_pct,Cultural diversity,,Austria,percent,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
census_qs_cultural_diversity_unnamed_unnamed_country_of_birth_of_mother_top_stat_bangladesh_count,Cultural diversity,,Bangladesh,count_or_value,"ABS 2021 Census QuickStats, All persons, SA2",census_quickstats_variable,candidate_predictor_after_review,QuickStats Census value parsed from public ABS SA2 QuickStats page. These are not full GCP cross-tab cells.
